accession,species,strain,assembly_level,n_protein,dltA,dltE,dltE_len,dltE_score,dltE_s90,dltE_s110,dltE_s130,mprF_long,mprF_short,localization
GCF_040428585.1,Lactobacillus crispatus,233,Contig,2264,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_033803925.1,Lactobacillus crispatus,UMB6018,Contig,1985,1,1,313,125.2,1,1,0,0,1,C_CYTO
GCF_056682355.1,Lactobacillus crispatus,AC 3.3,Contig,1944,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_059026465.1,Lactobacillus crispatus,TRM9,Scaffold,2023,1,0,,,1,0,0,0,1,D_dltE_absent
GCF_016162105.1,Lactobacillus crispatus,LB65,Contig,1963,1,1,313,127.5,1,1,0,0,1,C_CYTO
GCF_014982905.1,Lactobacillus crispatus,DSM 108970,Contig,1807,1,1,313,125.6,1,1,0,0,1,C_CYTO
GCF_016162045.1,Lactobacillus crispatus,LB66,Contig,1922,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_033803605.1,Lactobacillus crispatus,UMB5393,Contig,1932,1,1,313,125.2,1,1,0,0,1,C_CYTO
GCF_001704465.1,Lactobacillus crispatus,C25,Contig,2211,1,1,313,123.3,1,1,0,0,1,C_CYTO
GCF_016162055.1,Lactobacillus crispatus,LB64,Contig,1899,1,1,313,123.9,1,1,0,0,1,C_CYTO
GCF_015669875.1,Lactobacillus crispatus,D31t1_170403_E4,Scaffold,2141,1,1,314,116.6,1,1,0,0,1,C_CYTO
GCF_033803985.1,Lactobacillus crispatus,UMB6021,Contig,1928,1,1,313,125.2,1,1,0,0,1,C_CYTO
GCF_033803625.1,Lactobacillus crispatus,UMB5409,Contig,1930,1,1,313,125.2,1,1,0,0,1,C_CYTO
GCF_025194115.1,Lactobacillus crispatus,CIRM-BIA 523,Contig,2091,1,1,313,125.6,1,1,0,0,1,C_CYTO
GCF_014654865.1,Lactobacillus crispatus,BC5,Contig,1935,1,1,313,127.6,1,1,0,0,1,C_CYTO
GCF_056682435.1,Lactobacillus crispatus,AL 3.3,Contig,1944,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_056682395.1,Lactobacillus crispatus,AL 3.1,Contig,1946,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_051371325.1,Lactobacillus crispatus,HC689,Scaffold,2033,1,1,313,124.2,1,1,0,0,1,C_CYTO
GCF_012843585.1,Lactobacillus crispatus,WCA-383-APC-5E,Contig,1811,1,1,313,125.6,1,1,0,0,1,C_CYTO
GCF_019278055.1,Lactobacillus crispatus,8.2,Contig,2089,1,1,313,124.1,1,1,0,0,1,C_CYTO
GCF_002218765.1,Lactobacillus crispatus,UMNLC5,Contig,1907,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_019278105.1,Lactobacillus crispatus,5.1,Contig,2089,1,1,313,124.1,1,1,0,0,1,C_CYTO
GCF_055451175.1,Lactobacillus crispatus,C0248E5,Contig,1915,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_030212645.1,Lactobacillus crispatus,UMB9873,Contig,1982,1,1,313,123.8,1,1,0,0,1,C_CYTO
GCF_032376685.1,Lactobacillus crispatus,UMB4356,Contig,1930,1,1,313,125.2,1,1,0,0,1,C_CYTO
GCF_002218695.1,Lactobacillus crispatus,UMNLC6,Scaffold,1936,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_008694845.1,Lactobacillus crispatus,NCK974,Contig,1997,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_055451235.1,Lactobacillus crispatus,C0248E3,Contig,1915,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_055451255.1,Lactobacillus crispatus,C0248E2,Contig,1912,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_055451215.1,Lactobacillus crispatus,C0248E1,Contig,1914,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_002218855.1,Lactobacillus crispatus,UMNLC12,Scaffold,1963,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_002811165.1,Lactobacillus crispatus,DISK12,Scaffold,2490,1,1,313,119.3,1,1,0,0,0,C_CYTO
GCF_019278135.1,Lactobacillus crispatus,7.2,Contig,2090,1,1,313,124.1,1,1,0,0,1,C_CYTO
GCF_056682515.1,Lactobacillus crispatus,AL 3.4,Contig,1949,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_008694935.1,Lactobacillus crispatus,NCK967,Contig,1812,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_002218655.1,Lactobacillus crispatus,UMNLC4,Contig,1913,1,1,313,126.4,1,1,0,0,1,C_CYTO
GCF_008694885.1,Lactobacillus crispatus,NCK972,Contig,1815,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_002218925.1,Lactobacillus crispatus,UMNLC16,Scaffold,2067,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_002218805.1,Lactobacillus crispatus,UMNLC10,Contig,1946,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_056682495.1,Lactobacillus crispatus,AC 3.1,Contig,1948,1,1,313,130.4,1,1,1,0,1,C_CYTO
GCF_051370545.1,Lactobacillus crispatus,HC997,Scaffold,2037,1,1,313,126.0,1,1,0,0,1,C_CYTO
GCF_008694925.1,Lactobacillus crispatus,NCK969,Contig,2063,1,1,313,124.4,1,1,0,0,1,C_CYTO
GCF_002218815.1,Lactobacillus crispatus,UMNLC11,Scaffold,1907,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_002218645.1,Lactobacillus crispatus,UMNLC3,Scaffold,1923,1,1,313,127.3,1,1,0,0,1,C_CYTO
GCF_038001325.1,Lactobacillus crispatus,LMG 18200,Contig,2067,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_015708065.1,Lactobacillus crispatus,CRI10,Contig,2252,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_015708075.1,Lactobacillus crispatus,CRI8,Contig,2124,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_008694785.1,Lactobacillus crispatus,NCK988,Contig,2069,1,1,313,124.4,1,1,0,0,1,C_CYTO
GCF_038001385.1,Lactobacillus crispatus,LMG 18189,Contig,1975,1,1,313,127.5,1,1,0,0,1,C_CYTO
GCF_008694865.1,Lactobacillus crispatus,NCK973,Contig,1980,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_001541385.1,Lactobacillus crispatus,VMC3,Contig,2043,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_002218565.1,Lactobacillus crispatus,UMNLC2,Contig,1918,1,1,313,126.4,1,1,0,0,1,C_CYTO
GCF_002218615.1,Lactobacillus crispatus,UMNLC1,Scaffold,2109,1,1,313,130.9,1,1,1,0,1,C_CYTO
GCF_027682305.1,Lactobacillus crispatus,AF54-1pH4A,Scaffold,1943,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_002219085.1,Lactobacillus crispatus,UMNLC23,Scaffold,1928,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_008694765.1,Lactobacillus crispatus,NCK978,Contig,1990,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_002218685.1,Lactobacillus crispatus,UMNLC8,Scaffold,1945,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_027680585.1,Lactobacillus crispatus,AF71-07pH5,Scaffold,2075,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_002219055.1,Lactobacillus crispatus,UMNLC25,Scaffold,1946,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_013778545.1,Lactobacillus crispatus,DSM 29598,Scaffold,2063,1,0,,,0,0,0,0,1,D_dltE_absent
GCF_038001345.1,Lactobacillus crispatus,LMG 18199,Contig,2158,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_002218965.1,Lactobacillus crispatus,UMNLC19,Scaffold,1950,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_002218775.1,Lactobacillus crispatus,UMNLC7,Contig,2022,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_004334905.1,Lactobacillus crispatus,CG-12,Scaffold,1966,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_002219005.1,Lactobacillus crispatus,UMNLC21,Scaffold,1925,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_002218945.1,Lactobacillus crispatus,UMNLC18,Scaffold,1927,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_016901535.1,Lactobacillus crispatus,An726,Contig,1987,1,1,313,123.0,1,1,0,0,1,C_CYTO
GCF_002219045.1,Lactobacillus crispatus,UMNLC22,Scaffold,1944,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_060469625.1,Lactobacillus crispatus,WZ12,Scaffold,1960,1,1,313,128.3,1,1,0,0,1,C_CYTO
GCF_902386155.1,Lactobacillus crispatus,-,Contig,1719,1,1,313,125.6,1,1,0,0,1,C_CYTO
GCF_002218885.1,Lactobacillus crispatus,UMNLC14,Scaffold,1882,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_002218975.1,Lactobacillus crispatus,UMNLC20,Scaffold,1926,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_015708055.1,Lactobacillus crispatus,CRI17,Contig,2182,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_002219015.1,Lactobacillus crispatus,UMNLC24,Scaffold,1939,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_025194045.1,Lactobacillus crispatus,CIRM-BIA 2233,Scaffold,2101,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_008694775.1,Lactobacillus crispatus,NCK2487,Contig,2010,1,1,313,125.6,1,1,0,0,1,C_CYTO
GCF_038001425.1,Lactobacillus crispatus,LMG 12005,Contig,1861,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_008694985.1,Lactobacillus crispatus,NCK96,Contig,1919,1,1,313,123.3,1,1,0,0,1,C_CYTO
GCF_002218895.1,Lactobacillus crispatus,UMNLC15,Scaffold,1925,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_002863245.1,Lactobacillus crispatus,UMB0040,Scaffold,1866,1,1,313,122.7,1,1,0,0,1,C_CYTO
GCF_016161975.1,Lactobacillus crispatus,LB69,Contig,1881,1,1,313,129.6,1,1,0,0,1,C_CYTO
GCF_053748315.1,Lactobacillus crispatus,UMB9222,Scaffold,1915,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_002861805.1,Lactobacillus crispatus,UMB0824,Contig,2049,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_008694975.1,Lactobacillus crispatus,NCK953,Contig,1919,1,1,313,123.3,1,1,0,0,1,C_CYTO
GCF_030213555.1,Lactobacillus crispatus,UMB9226,Contig,2255,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_002218735.1,Lactobacillus crispatus,UMNLC9,Contig,1855,1,1,313,130.9,1,1,1,0,1,C_CYTO
GCF_030218685.1,Lactobacillus crispatus,UMB0041,Contig,1889,1,1,313,122.7,1,1,0,0,1,C_CYTO
GCF_016161995.1,Lactobacillus crispatus,LB68,Contig,1838,1,1,313,125.6,1,1,0,0,1,C_CYTO
GCF_015708105.1,Lactobacillus crispatus,CRI4,Contig,2161,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027695305.1,Lactobacillus crispatus,LG55-27,Scaffold,1990,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_008079315.1,Lactobacillus crispatus,CIP 104459,Contig,1908,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_001700475.1,Lactobacillus crispatus,C037,Scaffold,2032,1,1,313,123.3,1,1,0,0,1,C_CYTO
GCF_002218845.1,Lactobacillus crispatus,UMNLC13,Scaffold,1896,1,1,313,131.9,1,1,1,0,1,C_CYTO
GCF_027153305.1,Lactobacillus crispatus,C0059E3,Contig,2436,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001405.1,Lactobacillus crispatus,LMG 12003,Contig,1851,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_002861815.1,Lactobacillus crispatus,UMB0085,Scaffold,2053,1,1,313,123.3,1,1,0,0,1,C_CYTO
GCF_053668815.1,Lactobacillus crispatus,UMB8785,Scaffold,1959,1,1,313,123.8,1,1,0,0,1,C_CYTO
GCF_027157665.1,Lactobacillus crispatus,C0127A1,Contig,2265,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027153325.1,Lactobacillus crispatus,C0059E1,Contig,2450,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158705.1,Lactobacillus crispatus,C0127A3,Contig,2265,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_032376885.1,Lactobacillus crispatus,UMB6244,Contig,2191,1,1,313,123.8,1,1,0,0,1,C_CYTO
GCF_027158795.1,Lactobacillus crispatus,C0126A1,Contig,2262,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027157565.1,Lactobacillus crispatus,C0126A3,Contig,2262,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158825.1,Lactobacillus crispatus,C0124A5,Contig,2263,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158735.1,Lactobacillus crispatus,C0127A4,Contig,2262,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158905.1,Lactobacillus crispatus,C0124A3,Contig,2264,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158765.1,Lactobacillus crispatus,C0126A5,Contig,2258,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158835.1,Lactobacillus crispatus,C0125A1,Contig,2257,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158885.1,Lactobacillus crispatus,C0124A4,Contig,2265,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158925.1,Lactobacillus crispatus,C0124A1,Contig,2262,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158845.1,Lactobacillus crispatus,C0125A4,Contig,2261,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027159005.1,Lactobacillus crispatus,C0022A4,Contig,2263,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027159025.1,Lactobacillus crispatus,C0022A2,Contig,2279,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158785.1,Lactobacillus crispatus,C0125A5,Contig,2267,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158725.1,Lactobacillus crispatus,C0127A5,Contig,2257,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158685.1,Lactobacillus crispatus,C0127B1,Contig,2262,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027158945.1,Lactobacillus crispatus,C0022A5,Contig,2278,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_030214445.1,Lactobacillus crispatus,UMB8789,Contig,2218,1,1,313,123.8,1,1,0,0,1,C_CYTO
GCF_027158985.1,Lactobacillus crispatus,C0022A3,Contig,2259,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027153355.1,Lactobacillus crispatus,C0059E2,Contig,2457,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001545.1,Lactobacillus crispatus,LB105,Contig,2208,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_019537355.1,Lactobacillus crispatus,UBLCp-01,Scaffold,1901,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_052221205.1,Lactobacillus crispatus,U2_ID 2026,Contig,2105,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001445.1,Lactobacillus crispatus,LB138,Contig,2127,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_052221145.1,Lactobacillus crispatus,X2_770/5,Contig,2102,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_032376945.1,Lactobacillus crispatus,UMB5661,Contig,2191,1,1,313,123.8,1,1,0,0,1,C_CYTO
GCF_038001885.1,Lactobacillus crispatus,LB88,Contig,2125,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_025194085.1,Lactobacillus crispatus,CIRM-BIA 2111,Contig,1855,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_008868575.1,Lactobacillus crispatus,BIO6272,Contig,1949,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_022454895.1,Lactobacillus crispatus,CM_G12_S863-bin_1,Scaffold,1874,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027159035.1,Lactobacillus crispatus,C0022A1,Contig,2257,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027583975.1,Lactobacillus crispatus,C0096F9,Contig,2119,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_002863485.1,Lactobacillus crispatus,UMB0054,Scaffold,1978,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001465.1,Lactobacillus crispatus,LMG11440,Contig,1914,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_027583995.1,Lactobacillus crispatus,C0096D5,Contig,2126,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027155375.1,Lactobacillus crispatus,C0159A5,Contig,2199,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_022454915.1,Lactobacillus crispatus,CM_G10_S847-bin_1,Scaffold,1873,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_038002085.1,Lactobacillus crispatus,LB74,Contig,1980,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038002125.1,Lactobacillus crispatus,LB75,Contig,1963,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022455325.1,Lactobacillus crispatus,CM_D05_S804-bin_1,Scaffold,2083,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_016162155.1,Lactobacillus crispatus,LB61,Contig,1969,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027155075.1,Lactobacillus crispatus,C0161A2,Contig,2194,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_027155105.1,Lactobacillus crispatus,C0161A1,Contig,2195,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_038001485.1,Lactobacillus crispatus,LB133,Contig,2112,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_027155005.1,Lactobacillus crispatus,C0161A5,Contig,2190,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_027155545.1,Lactobacillus crispatus,C0159A2,Contig,2194,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_027155575.1,Lactobacillus crispatus,C0159A1,Contig,2190,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_027155045.1,Lactobacillus crispatus,C0161A4,Contig,2193,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_027155425.1,Lactobacillus crispatus,C0159A3,Contig,2193,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_038001805.1,Lactobacillus crispatus,LB92,Contig,2352,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022454275.1,Lactobacillus crispatus,DZD_CM_30_S798-bin_2,Scaffold,1871,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_027155435.1,Lactobacillus crispatus,C0159A4,Contig,2201,1,1,313,127.9,1,1,0,0,1,C_CYTO
GCF_027584095.1,Lactobacillus crispatus,C0090B2,Contig,2131,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059438095.1,Lactobacillus crispatus,MOTIF01023,Scaffold,2203,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437155.1,Lactobacillus crispatus,MOTIF01261,Scaffold,2260,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_055449995.1,Lactobacillus crispatus,C0257F2,Contig,2127,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022455295.1,Lactobacillus crispatus,CM_D09_S836-bin_1,Scaffold,1893,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_059438135.1,Lactobacillus crispatus,MOTIF01020,Scaffold,2150,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059453445.1,Lactobacillus crispatus,MOTIF00918,Scaffold,2109,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022455675.1,Lactobacillus crispatus,CM_A08_S825-bin_2,Scaffold,1888,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_022454335.1,Lactobacillus crispatus,DZD_CM_26_S794-bin_2,Scaffold,2040,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_059437095.1,Lactobacillus crispatus,MOTIF01263,Scaffold,2206,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437235.1,Lactobacillus crispatus,MOTIF01254,Scaffold,2295,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059438115.1,Lactobacillus crispatus,MOTIF01019,Scaffold,2143,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022454315.1,Lactobacillus crispatus,DZD_CM_31_S799-bin_2,Scaffold,1996,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_059437435.1,Lactobacillus crispatus,MOTIF01239,Scaffold,2136,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022455355.1,Lactobacillus crispatus,CM_D03_S788-bin_1,Contig,1807,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_059438075.1,Lactobacillus crispatus,MOTIF01021,Scaffold,2109,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_055449975.1,Lactobacillus crispatus,C0257F1,Contig,2066,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059438055.1,Lactobacillus crispatus,MOTIF01022,Scaffold,2088,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_056682475.1,Lactobacillus crispatus,AC 20.1,Contig,2181,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437595.1,Lactobacillus crispatus,MOTIF01231,Scaffold,2266,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437855.1,Lactobacillus crispatus,MOTIF01036,Scaffold,2161,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038002025.1,Lactobacillus crispatus,Lb82,Contig,2371,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437275.1,Lactobacillus crispatus,MOTIF01246,Scaffold,2224,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_052221165.1,Lactobacillus crispatus,Z1_770/6,Contig,2031,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437415.1,Lactobacillus crispatus,MOTIF01240,Scaffold,2155,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059438005.1,Lactobacillus crispatus,MOTIF01025,Scaffold,2324,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437455.1,Lactobacillus crispatus,MOTIF01238,Scaffold,2144,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437135.1,Lactobacillus crispatus,MOTIF01260,Scaffold,2246,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437755.1,Lactobacillus crispatus,MOTIF01041,Scaffold,2122,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437475.1,Lactobacillus crispatus,MOTIF01237,Scaffold,2184,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022454355.1,Lactobacillus crispatus,DZD_CM_27_S795-bin_1,Scaffold,2041,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_059437915.1,Lactobacillus crispatus,MOTIF01034,Scaffold,2142,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059438035.1,Lactobacillus crispatus,MOTIF01024,Scaffold,2086,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_030213125.1,Lactobacillus crispatus,UMB10498,Contig,2439,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022454285.1,Lactobacillus crispatus,DZD_CM_32_S800-bin_1,Scaffold,1980,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_002861775.1,Lactobacillus crispatus,UMB0044,Scaffold,2187,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022455695.1,Lactobacillus crispatus,CM_A02_S777-bin_1,Scaffold,1829,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_059437215.1,Lactobacillus crispatus,MOTIF01252,Scaffold,2281,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_057195865.1,Lactobacillus crispatus,MCM-B-2013,Contig,1921,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_059437175.1,Lactobacillus crispatus,MOTIF01259,Scaffold,2227,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437315.1,Lactobacillus crispatus,MOTIF01245,Scaffold,2187,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022454655.1,Lactobacillus crispatus,DZD_CM_10_S778-bin_2,Contig,2001,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_059437335.1,Lactobacillus crispatus,MOTIF01244,Scaffold,2207,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022455255.1,Lactobacillus crispatus,CM_D08_S828-bin_2,Scaffold,1833,1,1,313,127.4,1,1,0,0,1,C_CYTO
GCF_022455055.1,Lactobacillus crispatus,CM_F06_S814-bin_1,Contig,1915,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_022455915.1,Lactobacillus crispatus,JKR_P1_14_F02_S686_001-bin_1,Scaffold,1864,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_025194105.1,Lactobacillus crispatus,CIRM-BIA 2112,Contig,1921,1,1,313,127.1,1,1,0,0,1,C_CYTO
GCF_038001865.1,Lactobacillus crispatus,LB89,Contig,2278,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001925.1,Lactobacillus crispatus,LB85,Contig,1916,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437555.1,Lactobacillus crispatus,MOTIF01233,Scaffold,2145,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_030226265.1,Lactobacillus crispatus,UMB7805,Contig,2201,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437295.1,Lactobacillus crispatus,MOTIF01247,Scaffold,2179,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437195.1,Lactobacillus crispatus,MOTIF01253,Scaffold,2325,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001705.1,Lactobacillus crispatus,LB97,Contig,2198,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001945.1,Lactobacillus crispatus,LB84,Contig,1919,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437675.1,Lactobacillus crispatus,MOTIF01047,Scaffold,2147,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_040701525.1,Lactobacillus crispatus,39_01,Scaffold,2056,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_056682275.1,Lactobacillus crispatus,AL 13.3,Contig,2161,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_056680595.1,Lactobacillus crispatus,AL 13.4,Contig,2167,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_056683575.1,Lactobacillus crispatus,AC 13.1,Contig,2168,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437795.1,Lactobacillus crispatus,MOTIF01039,Scaffold,2166,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_038001965.1,Lactobacillus crispatus,LB86,Contig,2347,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_977092845.1,Lactobacillus crispatus,-,Contig,2287,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059438155.1,Lactobacillus crispatus,MOTIF01013,Scaffold,2151,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437255.1,Lactobacillus crispatus,MOTIF01248,Scaffold,2131,1,1,313,127.7,1,1,0,0,1,C_CYTO
GCF_059437695.1,Lactobacillus crispatus,MOTIF01044,Scaffold,2141,1,1,313,127.7,1,1,0,0,1,C_CYTO
